06/06/2017 16:33 - RONALDOGOMES | USUARIOS_ID = 6966 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
19/06/2017 11:30 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
19/06/2017 11:30 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
19/06/2017 11:30 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
19/06/2017 11:30 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/06/2017 15:19 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 1 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/06/2017 15:19 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 3 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/06/2017 15:19 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 20 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/06/2017 15:19 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 12 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/06/2017 15:19 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 15 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/06/2017 15:19 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 16 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/06/2017 15:19 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 23 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/06/2017 15:19 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 26 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/06/2017 15:19 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 27 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
22/06/2017 15:19 - RONALDOGOMES | USUARIOS_ID = 10900 | MENU_ID = 28 | VISUALIZAR = t | INSERIR = t | ALTERAR = t | EXCLUIR = t
